,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
12602,"GOWDY, Trey",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000566,1964- ,Representative,Republican,SC,114(2015-2016),J.D.,University of South Carolina School of Law,1989," Columbia, S.C."
12603,"GRAHAM, Gwendolyn (Gwen)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000575,1963- ,Representative,Democrat,FL,114(2015-2016),B.A.,University of North Carolina,1984," Chapel Hill, N.C."
12604,"GRAHAM, Gwendolyn (Gwen)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000575,1963- ,Representative,Democrat,FL,114(2015-2016),J.D.,American University,1988," Washington, D.C."
12605,"GRAVES, Samuel",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000546,1963- ,Representative,Republican,MO,114(2015-2016),B.A.,University of Missouri,1986," Columbia, Mo."
12606,"GRAVES, Tom",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000560,1970- ,Representative,Republican,GA,114(2015-2016),B.B.A.,University of Georgia,1993," Athens, Ga."
12607,"GRAYSON, Alan",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000556,1958- ,Representative,Democrat,FL,114(2015-2016),A.B.,Harvard University,1978," Cambridge, Mass."
12608,"GRAYSON, Alan",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000556,1958- ,Representative,Democrat,FL,114(2015-2016),M.P.P.,Harvard University,1983," Cambridge, Mass."
12609,"GREEN, Al",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000553,1947- ,Representative,Democrat,TX,114(2015-2016),J.D.,Texas Southern University,1974," Houston, Tex."
12610,"GREEN, Raymond Eugene (Gene)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000410,1947- ,Representative,Democrat,TX,114(2015-2016),B.B.A.,University of Houston,1971," Houston, Tex."
12611,"GRIJALVA, Raúl M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000551,1948- ,Representative,Democrat,AZ,114(2015-2016),B.A.,University of Arizona,1986," Tucson, Ariz."
12612,"GUINTA, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000570,1970- ,Representative,Republican,NH,114(2015-2016),B.A.,Assumption College,1993," Worcester, Mass."
12613,"GUINTA, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000570,1970- ,Representative,Republican,NH,114(2015-2016),M.A.,Franklin Pierce Law Center,2000," Concord, N.H."
12614,"GUTHRIE, Brett",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000558,1964- ,Representative,Republican,KY,114(2015-2016),B.S.,United States Military Academy,1987," West Point, N.Y."
12615,"GUTHRIE, Brett",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000558,1964- ,Representative,Republican,KY,114(2015-2016),M.P.P.M.,Yale University,1997," New Haven, Conn."
12616,"GUTIÉRREZ, Luis V.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000535,1953- ,Representative,Democrat,IL,114(2015-2016),B.A.,Northeastern Illinois University,1974," DeKalb, Ill."
12617,"HANNA, Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001051,1951- ,Representative,Republican,NY,114(2015-2016),B.A.,Reed College,1976," Portland, Oreg."
12618,"HARPER, Gregg",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001045,1956- ,Representative,Republican,MS,114(2015-2016),B.S.,Mississippi College,1978," Clinton, Miss."
12619,"HARPER, Gregg",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001045,1956- ,Representative,Republican,MS,114(2015-2016),J.D.,University of Mississippi,1981," Oxford, Miss."
12620,"HARRIS, Andy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001052,1957- ,Representative,Republican,MD,114(2015-2016),B.S.,The Johns Hopkins University,1977," Baltimore, Md."
12621,"HARRIS, Andy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001052,1957- ,Representative,Republican,MD,114(2015-2016),M.D.,The Johns Hopkins University,1980," Baltimore, Md."
12622,"HARRIS, Andy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001052,1957- ,Representative,Republican,MD,114(2015-2016),M.H.S.,The Johns Hopkins University,1995," Baltimore, Md."
12623,"HARTZLER, Vicky",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001053,1960- ,Representative,Republican,MO,114(2015-2016),B.S.,University of Missouri,1983," Columbia, Mo."
12624,"HARTZLER, Vicky",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001053,1960- ,Representative,Republican,MO,114(2015-2016),M.S.,University of Central Missouri,1992," Warrensburg, Mo."
12625,"HASTINGS, Alcee Lamar",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000324,1936- ,Representative,Democrat,FL,114(2015-2016),B.A.,Fisk University,1958," Nashville, Tenn."
12626,"HASTINGS, Alcee Lamar",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000324,1936- ,Representative,Democrat,FL,114(2015-2016),J.D.,Florida Agricultural and Mechanical University,1963, Tallahassee
12627,"HECK, Denny",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001064,1952- ,Representative,Democrat,WA,114(2015-2016),B.A.,Evergreen State College,1973," Olympia, Wash."
12628,"HECK, Joe",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001055,1961- ,Representative,Republican,NV,114(2015-2016),B.S.,Pennsylvania State University,1984," University Park, Pa."
12629,"HECK, Joe",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001055,1961- ,Representative,Republican,NV,114(2015-2016),D.O.,Philadelphia College of Osteopathic Medicine,1988," Philadelphia, Pa."
12630,"HECK, Joe",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001055,1961- ,Representative,Republican,NV,114(2015-2016),M.S.S.,United States Army War College,2006," Carlisle, Pa."
12631,"HELLER, Dean",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001041,1960- ,Senator,Republican,NV,114(2015-2016),B.S.,University of Southern California,1985," Los Angeles, Calif."
12632,"HENSARLING, Jeb",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001036,1957- ,Representative,Republican,TX,114(2015-2016),J.D.,University of Texas,1982," Austin, Tex."
12633,"HERRERA BEUTLER, Jaime",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001056,1978- ,Representative,Republican,WA,114(2015-2016),A.A.,Bellevue Community College,2003," Bellevue, Wash."
12634,"HERRERA BEUTLER, Jaime",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001056,1978- ,Representative,Republican,WA,114(2015-2016),B.A.,University of Washington,2004," Seattle, Wash."
12635,"HICE, Jody Brownlow",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001071,1960- ,Representative,Republican,GA,114(2015-2016),B.A.,Asbury College,1982," Wilmore, Ky."
12636,"HIGGINS, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001038,1959- ,Representative,Democrat,NY,114(2015-2016),B.A.,Buffalo State College,1984," Buffalo, N.Y."
12637,"HIGGINS, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001038,1959- ,Representative,Democrat,NY,114(2015-2016),M.A.,Buffalo State College,1985," Buffalo, N.Y."
12638,"HIGGINS, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001038,1959- ,Representative,Democrat,NY,114(2015-2016),M.P.A.,Harvard University,1996," Cambridge, Mass."
12639,"HILL, French",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001072,1956- ,Representative,Republican,AR,114(2015-2016),B.S.,Vanderbilt University,1976," Nashville, Tenn."
12640,"HIMES, James A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001047,1966- ,Representative,Democrat,CT,114(2015-2016),A.B.,Harvard University,1988," Cambridge, Mass."
12641,"HINOJOSA, Rubén",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000636,1940- ,Representative,Democrat,TX,114(2015-2016),B.B.A.,University of Texas,1962," Austin, Tex."
12642,"HIRONO, Mazie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001042,1947- ,Senator,Democrat,HI,114(2015-2016),B.A.,University of Hawaii,1970," Manoa, Hawaii"
12643,"HIRONO, Mazie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001042,1947- ,Senator,Democrat,HI,114(2015-2016),J.D.,Georgetown University,1978," Washington, D.C."
12644,"HONDA, Mike",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001034,1941- ,Representative,Democrat,CA,114(2015-2016),B.A.,San Jose State University,1968," San Jose, Calif."
12645,"HONDA, Mike",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001034,1941- ,Representative,Democrat,CA,114(2015-2016),M.A.,San Jose State University,1974," San Jose, Calif."
12646,"HOYER, Steny Hamilton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000874,1939- ,Representative,Democrat,MD,114(2015-2016),B.S.,University of Maryland,1963, College Park
12647,"HOYER, Steny Hamilton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000874,1939- ,Representative,Democrat,MD,114(2015-2016),J.D.,Georgetown University Law Center,1966," Washington, D.C."
12648,"HUDSON, Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001067,1971- ,Representative,Republican,NC,114(2015-2016),B.A.,University of North Carolina,1996, Charlotte
12649,"HUELSKAMP, Tim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001057,1968- ,Representative,Republican,KS,114(2015-2016),B.A.,College of Santa Fe,1991," Santa Fe, N.M."
12650,"HUELSKAMP, Tim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001057,1968- ,Representative,Republican,KS,114(2015-2016),Ph.D.,American University,1995," Washington, D.C."
12651,"HUFFMAN, Jared",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001068,1964- ,Representative,Democrat,CA,114(2015-2016),B.A.,University of California,1986," Santa Barbara, Calif."
12652,"HUFFMAN, Jared",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001068,1964- ,Representative,Democrat,CA,114(2015-2016),J.D.,Boston College,1990," Newton, Mass."
12653,"HUIZENGA, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001058,1969- ,Representative,Republican,MI,114(2015-2016),B.A.,Calvin College,1991," Grand Rapids, Mich."
12654,"HULTGREN, Randy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001059,1966- ,Representative,Republican,IL,114(2015-2016),B.A.,Bethel University,1988," St. Paul, Minn."
12655,"HUNTER, Duncan Duane",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001048,1976- ,Representative,Republican,CA,114(2015-2016),B.S.,San Diego State University,2001," San Diego, Calif."
12656,"HURD, William Ballard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001073,1977- ,Representative,Republican,TX,114(2015-2016),B.S.,Texas Agricultural and Mechanical University,2000," College Station, Tex."
12657,"HURT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001060,1969- ,Representative,Republican,VA,114(2015-2016),J.D.,Mississippi College,1995," Clinton, Miss."
12658,"ISRAEL, Steve",http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000057,1958- ,Representative,Democrat,NY,114(2015-2016),B.A.,George Washington University,1982," Washington, D.C."
12659,"ISSA, Darrell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000056,1953- ,Representative,Republican,CA,114(2015-2016),B.A.,Siena Heights College,1976," Adrian, Mich."
12660,"JACKSON LEE, Sheila",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000032,1950- ,Representative,Democrat,TX,114(2015-2016),B.A.,Yale University,1972," New Haven, Conn."
12661,"JACKSON LEE, Sheila",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000032,1950- ,Representative,Democrat,TX,114(2015-2016),J.D.,University of Virginia Law School,1975," Charlottesville, Va."
12662,"JEFFRIES, Hakeem",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000294,1970- ,Representative,Democrat,NY,114(2015-2016),B.A.,Binghamton University,1992," Vestal, N.Y."
12663,"JEFFRIES, Hakeem",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000294,1970- ,Representative,Democrat,NY,114(2015-2016),M.P.P.,Georgetown University,1994," Washington, D.C."
12664,"JEFFRIES, Hakeem",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000294,1970- ,Representative,Democrat,NY,114(2015-2016),J.D.,New York University,1997," New York, N.Y."
12665,"JENKINS, Evan H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000297,1960- ,Representative,Republican,WV,114(2015-2016),B.S.,University of Florida,1983," Gainesville, Fla."
12666,"JENKINS, Evan H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000297,1960- ,Representative,Republican,WV,114(2015-2016),J.D.,Cumberland School of Law,1987," Samford University, Birmingham, Ala."
12667,"JENKINS, Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000290,1963- ,Representative,Republican,KS,114(2015-2016),A.A.,Kansas State University,1985," Manhattan, Kans."
12668,"JENKINS, Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000290,1963- ,Representative,Republican,KS,114(2015-2016),B.S.,Weber State University,1985," Ogden, Utah"
12669,"JOHNSON, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000292,1954- ,Representative,Republican,OH,114(2015-2016),B.S.,Troy University,1979," Troy, Ala."
12670,"JOHNSON, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000292,1954- ,Representative,Republican,OH,114(2015-2016),M.S.,Georgia Institute of Technology,1984," Atlanta, Ga."
12671,"JOHNSON, Eddie Bernice",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000126,1935- ,Representative,Democrat,TX,114(2015-2016),B.S.,Texas Christian University,1967," Fort Worth, Tex."
12672,"JOHNSON, Eddie Bernice",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000126,1935- ,Representative,Democrat,TX,114(2015-2016),M.P.A.,Southern Methodist University,1976," Dallas, Tex."
12673,"JOHNSON, Hank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000288,1954- ,Representative,Democrat,GA,114(2015-2016),J.D.,Thurgood Marshall School of Law,1979," Texas Southern University, Houston, Tex."
12674,"JOHNSON, Sam",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000174,1930- ,Representative,Republican,TX,114(2015-2016),B.B.A.,Southern Methodist University,1951," Dallas, Tex."
12675,"JOHNSON, Sam",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000174,1930- ,Representative,Republican,TX,114(2015-2016),M.S.I.A.,George Washington University,1974," Washington, D.C."
12676,"JOLLY, David W.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000296,1972- ,Representative,Republican,FL,114(2015-2016),B.A.,Emory University,1994," Atlanta, Ga."
12677,"JOLLY, David W.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000296,1972- ,Representative,Republican,FL,114(2015-2016),J.D.,George Mason University School of Law,2001," Arlington, Va."
12678,"JORDAN, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000289,1964- ,Representative,Republican,OH,114(2015-2016),B.S.,University of Wisconsin,1986," Madison, Wis."
12679,"JORDAN, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000289,1964- ,Representative,Republican,OH,114(2015-2016),M.A.,Ohio State University,1991," Columbus, Ohio"
12680,"JORDAN, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000289,1964- ,Representative,Republican,OH,114(2015-2016),J.D.,Capital University,2001," Columbus, Ohio"
12681,"JOYCE, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000295,1957- ,Representative,Republican,OH,114(2015-2016),B.S.,University of Dayton,1979," Dayton, Ohio"
12682,"JOYCE, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000295,1957- ,Representative,Republican,OH,114(2015-2016),J.D.,University of Dayton,1982," Dayton, Ohio"
12683,"KAPTUR, Marcia Carolyn (Marcy)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000009,1946- ,Representative,Democrat,OH,114(2015-2016),B.A.,University of Wisconsin,1968," Madison, Wis."
12684,"KAPTUR, Marcia Carolyn (Marcy)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000009,1946- ,Representative,Democrat,OH,114(2015-2016),M.A.,University of Michigan,1974," Ann Arbor, Mich."
12685,"KATKO, John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000386,1962- ,Representative,Republican,NY,114(2015-2016),B.A.,Niagara University,1984," Lewiston, N.Y."
12686,"KATKO, John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000386,1962- ,Representative,Republican,NY,114(2015-2016),J.D.,Syracuse University,1988," Syracuse, N.Y."
12687,"KEATING, William R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000375,1952- ,Representative,Democrat,MA,114(2015-2016),B.A.,Boston College,1974," Boston, Mass."
12688,"KEATING, William R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000375,1952- ,Representative,Democrat,MA,114(2015-2016),M.B.A.,Boston College,1982," Chestnut Hill, Mass."
12689,"KEATING, William R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000375,1952- ,Representative,Democrat,MA,114(2015-2016),J.D.,Suffolk University,1985," Chestnut Hill, Mass."
12690,"KELLY, Mike",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000376,1948- ,Representative,Republican,PA,114(2015-2016),B.A.,Notre Dame University,1970," South Bend, Ind."
12691,"KELLY, Robin L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000385,1956- ,Representative,Democrat,IL,114(2015-2016),B.A.,Bradley University,1977," Peoria, Ill."
12692,"KELLY, Robin L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000385,1956- ,Representative,Democrat,IL,114(2015-2016),M.A.,Bradley University,1982," Peoria, Ill."
12693,"KELLY, Robin L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000385,1956- ,Representative,Democrat,IL,114(2015-2016),Ph.D.,Northern Illinois University,2004," DeKalb, Ill."
12694,"KENNEDY, Joseph P. III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000379,1980- ,Representative,Democrat,MA,114(2015-2016),B.S.,Stanford University,2003," Stanford, Calif."
12695,"KENNEDY, Joseph P. III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000379,1980- ,Representative,Democrat,MA,114(2015-2016),J.D.,Harvard University,2009," Cambridge, Mass."
12696,"KILMER, Derek",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000381,1974- ,Representative,Democrat,WA,114(2015-2016),A.B.,Princeton University,1996," Princeton, N.J."
12697,"KIND, Ron",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000188,1963- ,Representative,Democrat,WI,114(2015-2016),B.A.,Harvard University,1985," Cambridge, Mass."
12698,"KIND, Ron",http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000188,1963- ,Representative,Democrat,WI,114(2015-2016),M.A.,London School of Economics,1986," London, England"
